# PathPlanner CSV Format:
# timeSeconds, positionMeters, velocityMetersPerSecond, accelerationMetersPerSecondSq, headingDegrees, holonomicRotationDegrees, curvatureRadPerMeter, curveRadiusMeters, angularVelocityDegreesPerSec, angularAccelerationDegreesPerSecSq
 0.0,0.0,0,0.0,178.3409157799443,180.0,-0.9158555621131513,-1.0918752272385641,0.0,0.0
 0.0693351586655888,0.012018410567955938,0.17333789666397206,2.500000000000001,178.3409157799443,179.88172187466694,-0.9158555621131513,-1.0918752272385641,0.0,0.0
 0.09813109892257627,0.024074281439381125,0.41866564397041267,8.519525499672154,177.70926773445134,179.76344374933385,-0.8996070695939222,-1.1115964222595478,-21.93531587632968,-761.7502912066564
 0.12028024888894324,0.036168345681965336,0.5460283695287989,5.750230855440674,177.0868763102618,179.64516562400078,-0.883482636826804,-1.1318841574427432,-28.100014002101638,-278.32662360103774
 0.1389982539166416,0.04830128647968794,0.6481962570139621,5.458267979625934,176.47368998971095,179.52688749866772,-0.8674974959237555,-1.1527410795983326,-32.759170629747636,-248.91309841788765
 0.15552972459668596,0.060473738082802465,0.7363199462833195,5.33066240596091,175.869650245749,179.40860937333466,-0.85166556746549,-1.1741698128949196,-36.53877840954149,-228.63106694774245
 0.1705125060153933,0.07268628676912386,0.8151055765301986,5.258411508860971,175.27469206258206,179.29033124800156,-0.8359995084787333,-1.1961729520866562,-39.709461583954635,-211.62180010543665
 0.18432522541825463,0.08493947181372598,0.8870943285841197,5.211772566596017,174.6887444403304,179.1720531226685,-0.8205107630086319,-1.2187530561247248,-42.420873483484336,-196.2981959199162
 0.19721438737004263,0.0972337864643531,0.9538490319707441,5.179134503571361,174.1117308826321,179.05377499733544,-0.8052096146350312,-1.2419126421549989,-44.767344832553,-182.04995467088233
 0.20935107252656102,0.10956967892005356,1.01641364974151,5.155000476976493,173.54356986635898,178.93549687200235,-0.7901052405403931,-1.265654179582519,-46.81352518796816,-168.59466394876296
 0.22085973223809388,0.12194755331070636,1.0755270119116382,5.136424540460659,172.98417529278146,178.81721874666928,-0.7752057662440696,-1.2899800847007052,-48.60640488109193,-155.7852728347792
 0.2318342258384473,0.1343677706752805,1.1317348951913524,5.12168354427799,172.43345691971533,178.69894062133622,-0.7605183208762893,-1.3148927153362637,-50.18166606324642,-143.5383936169738
 0.24234739522996493,0.14683064993687212,1.1854540526710307,5.109701506666542,171.89132077437992,178.58066249600316,-0.746049092233501,-1.3403943660144775,-51.567336656137016,-131.8033165154361
 0.2524571004132748,0.15933646887269584,1.237011239108101,5.099771506906668,171.35766954679636,178.46238437067007,-0.7318033814616326,-1.366487263290172,-52.78603261988095,-120.54713185463409
 0.26221019436886167,0.17188546507739064,1.2866682369553446,5.091409769388981,170.8324029637324,178.344106245337,-0.717785656968589,-1.3931735613432032,-53.856405511509784,-109.74700915453526
 0.2716452369677271,0.18447783691813158,1.3346385783414707,5.084273958857874,170.31541814329918,178.22582812000394,-0.7039996072717728,-1.4204553378592424,-54.79411619142137,-99.38595084078874
 0.280794404844698,0.19711374448022043,1.3810991045310603,5.078114951473789,169.80660993041852,178.10754999467085,-0.6904481925586754,-1.4483345901655298,-55.61251249540966,-89.45035384564854
 0.28968487050718117,0.20979331050190586,1.426198188379697,5.0727470934340335,169.30587121344496,177.98927186933778,-0.6771336946997041,-1.476813231755482,-56.3231146695287,-79.92856629745572
 0.2983398205385232,0.22251662129739563,1.470061727614261,5.06802917125131,168.81309322236453,177.87099374400472,-0.6640577657733047,-1.5058930887367696,-56.93597181912962,-70.81001593095158
 0.30677922202591945,0.23528372766707098,1.512797606411103,5.063851845497064,168.3281658089745,177.75271561867163,-0.6512214745916087,-1.535575897012788,-57.459929369899285,-62.084681188845764
 0.31502040936680803,0.24809464579407833,1.5544990784818222,5.060129122877438,167.85097770957387,177.63443749333857,-0.6386253516000653,-1.5658632991855341,-57.90283361634801,-53.742771293555485
 0.3230785403746606,0.26094935812655307,1.5952473743536724,5.056792428931882,167.38141679068866,177.5161593680055,-0.626269431637213,-1.5967568421562088,-58.27169084588003,-45.77453868304977
 0.3309669555982112,0.2738478142448708,1.6351137399321767,5.053786400528789,166.9193702784568,177.39788124267244,-0.6141532948567767,-1.6282579746367793,-58.57279303103422,-38.170174442041784
 0.3386974648345362,0.2867899317133548,1.6741610510818725,5.051065842624677,166.4647249722083,177.27960311733935,-0.6022761055464918,-1.6603680451387366,-58.81181851671093,-30.919759406476658
 0.3462805780958706,0.2997755969160259,1.7124451073260167,5.048593489873249,166.01736744294405,177.16132499200629,-0.5906366490280544,-1.6930882999651136,-58.99391369310852,-24.013247609800732
 0.3537256936531477,0.31280466587600125,1.7500156793725368,5.046338335178324,165.57718421729595,177.04304686667322,-0.5792333665020579,-1.7264198815736682,-59.12376003591706,-17.440473799176882
 0.361041252522904,0.3258769650582683,1.78691736544013,5.044274364348422,165.14406194764803,176.92476874134013,-0.5680643879474552,-1.7603638270887314,-59.205629721406055,-11.191173080086315
 0.36823486644021564,0.33899229215560867,1.823190297407805,5.0423795862025536,164.7178875690581,176.80649061600707,-0.5571275629924597,-1.7949210673203297,-59.24343222873418,-5.255009201585055
 0.37531342467730106,0.3521504168575104,1.8588707277937973,5.040635280650552,164.2985484436184,176.688212490674,-0.5464204901480992,-1.8300924252107837,-59.240753751620694,0.37839303199515556
 0.38228318383207066,0.36535108160196195,1.893991521273434,5.039025409594324,163.8859324928962,176.56993436534094,-0.5359405438208119,-1.865878615696489,-59.20089081411641,5.719413916478341
